Species,Treatment,Plot,LTE,Col,Day,Month,Year,Collection,Sequence,Location,Date,deacc.days,LTEOutliers,YearOutliers
CHCA,-2.25,7,-19.13,220414SPRAH,14,4,22,SPRAH,AH,SPR,4/14/22,5,0,1
CHCA,-2.25,7,-19.48,220414SPRAH,14,4,22,SPRAH,AH,SPR,4/14/22,5,0,1
CHCA,-2.25,7,-20.56,220414SPRAH,14,4,22,SPRAH,AH,SPR,4/14/22,5,0,1
CHCA,-2.25,21,-12.79,220415SPRAH,15,4,22,SPRAH,AH,SPR,4/15/22,6,0,1
CHCA,-2.25,21,-13.24,220415SPRAH,15,4,22,SPRAH,AH,SPR,4/15/22,6,0,1
CHCA,-2.25,21,-14.56,220415SPRAH,15,4,22,SPRAH,AH,SPR,4/15/22,6,0,1
CHCA,-2.25,21,-14.64,220415SPRAH,15,4,22,SPRAH,AH,SPR,4/15/22,6,0,1
CHCA,-2.25,21,-15.02,220415SPRAH,15,4,22,SPRAH,AH,SPR,4/15/22,6,0,1
CHCA,-2.25,21,-15.25,220415SPRAH,15,4,22,SPRAH,AH,SPR,4/15/22,6,0,1
CHCA,-2.25,21,-15.90,220415SPRAH,15,4,22,SPRAH,AH,SPR,4/15/22,6,0,1
CHCA,-2.25,21,-24.36,220415SPRAH,15,4,22,SPRAH,AH,SPR,4/15/22,6,0,1
CHCA,-2.25,7,-9.02,220415SPRAH,15,4,22,SPRAH,AH,SPR,4/15/22,6,0,1
CHCA,-2.25,7,-10.88,220415SPRAH,15,4,22,SPRAH,AH,SPR,4/15/22,6,0,1
CHCA,-2.25,7,-11.79,220415SPRAH,15,4,22,SPRAH,AH,SPR,4/15/22,6,0,1
CHCA,-2.25,7,-12.80,220415SPRAH,15,4,22,SPRAH,AH,SPR,4/15/22,6,0,1
CHCA,-2.25,7,-13.38,220415SPRAH,15,4,22,SPRAH,AH,SPR,4/15/22,6,0,1
CHCA,-2.25,7,-13.60,220415SPRAH,15,4,22,SPRAH,AH,SPR,4/15/22,6,0,1
CHCA,-2.25,7,-14.93,220415SPRAH,15,4,22,SPRAH,AH,SPR,4/15/22,6,0,1
CHCA,-2.25,7,-15.72,220415SPRAH,15,4,22,SPRAH,AH,SPR,4/15/22,6,0,1
CHCA,-2.25,7,-19.08,220415SPRAH,15,4,22,SPRAH,AH,SPR,4/15/22,6,0,1
CHCA,-2.25,7,-19.24,220415SPRAH,15,4,22,SPRAH,AH,SPR,4/15/22,6,0,1
CHCA,-2.25,7,-19.65,220415SPRAH,15,4,22,SPRAH,AH,SPR,4/15/22,6,0,1
CHCA,-2.25,7,-19.85,220415SPRAH,15,4,22,SPRAH,AH,SPR,4/15/22,6,0,1
CHCA,-2.25,7,-20.83,220415SPRAH,15,4,22,SPRAH,AH,SPR,4/15/22,6,0,1
CHCA,-2.25,7,-21.32,220415SPRAH,15,4,22,SPRAH,AH,SPR,4/15/22,6,0,1
CHCA,-2.25,7,-21.50,220415SPRAH,15,4,22,SPRAH,AH,SPR,4/15/22,6,0,1
CHCA,-2.25,7,-22.24,220415SPRAH,15,4,22,SPRAH,AH,SPR,4/15/22,6,0,1
CHCA,-2.25,7,-22.84,220415SPRAH,15,4,22,SPRAH,AH,SPR,4/15/22,6,0,1
LALA,-2.25,21,-19.99,220409SPRAH,9,4,22,SPRAH,AH,SPR,4/9/22,0,1,1
LALA,-2.25,21,-20.35,220409SPRAH,9,4,22,SPRAH,AH,SPR,4/9/22,0,1,1
LALA,-2.25,21,-21.23,220409SPRAH,9,4,22,SPRAH,AH,SPR,4/9/22,0,1,1
LALA,-2.25,21,-21.74,220409SPRAH,9,4,22,SPRAH,AH,SPR,4/9/22,0,1,1
LALA,-2.25,21,-23.23,220409SPRAH,9,4,22,SPRAH,AH,SPR,4/9/22,0,1,1
LALA,-2.25,21,-23.53,220409SPRAH,9,4,22,SPRAH,AH,SPR,4/9/22,0,1,1
LALA,-2.25,21,-23.80,220409SPRAH,9,4,22,SPRAH,AH,SPR,4/9/22,0,1,1
LALA,-2.25,21,-24.23,220409SPRAH,9,4,22,SPRAH,AH,SPR,4/9/22,0,1,1
LALA,-2.25,21,-24.61,220409SPRAH,9,4,22,SPRAH,AH,SPR,4/9/22,0,1,1
LALA,-2.25,21,-24.84,220409SPRAH,9,4,22,SPRAH,AH,SPR,4/9/22,0,1,1
LALA,-2.25,21,-24.99,220409SPRAH,9,4,22,SPRAH,AH,SPR,4/9/22,0,1,1
LALA,-2.25,21,-25.31,220409SPRAH,9,4,22,SPRAH,AH,SPR,4/9/22,0,1,1
LALA,-2.25,21,-25.64,220409SPRAH,9,4,22,SPRAH,AH,SPR,4/9/22,0,1,1
LALA,-2.25,21,-25.69,220409SPRAH,9,4,22,SPRAH,AH,SPR,4/9/22,0,1,1
LALA,-2.25,21,-25.87,220409SPRAH,9,4,22,SPRAH,AH,SPR,4/9/22,0,1,1
LALA,-2.25,21,-26.15,220409SPRAH,9,4,22,SPRAH,AH,SPR,4/9/22,0,1,1
LALA,-2.25,7,-16.89,220409SPRAH,9,4,22,SPRAH,AH,SPR,4/9/22,0,1,1
LALA,-2.25,7,-17.54,220409SPRAH,9,4,22,SPRAH,AH,SPR,4/9/22,0,1,1
LALA,-2.25,7,-18.36,220409SPRAH,9,4,22,SPRAH,AH,SPR,4/9/22,0,1,1
LALA,-2.25,7,-23.71,220409SPRAH,9,4,22,SPRAH,AH,SPR,4/9/22,0,1,1
LALA,-2.25,7,-24.38,220409SPRAH,9,4,22,SPRAH,AH,SPR,4/9/22,0,1,1
LALA,-2.25,7,-24.51,220409SPRAH,9,4,22,SPRAH,AH,SPR,4/9/22,0,1,1
LALA,-2.25,7,-21.87,220409SPRAH,9,4,22,SPRAH,AH,SPR,4/9/22,0,1,1
LALA,-2.25,7,-22.59,220409SPRAH,9,4,22,SPRAH,AH,SPR,4/9/22,0,1,1
LALA,-2.25,7,-22.44,220409SPRAH,9,4,22,SPRAH,AH,SPR,4/9/22,0,1,1
LALA,-2.25,7,-23.54,220409SPRAH,9,4,22,SPRAH,AH,SPR,4/9/22,0,1,1
LALA,-2.25,7,-23.74,220409SPRAH,9,4,22,SPRAH,AH,SPR,4/9/22,0,1,1
LALA,-2.25,7,-24.43,220409SPRAH,9,4,22,SPRAH,AH,SPR,4/9/22,0,1,1
LALA,-2.25,7,-24.33,220409SPRAH,9,4,22,SPRAH,AH,SPR,4/9/22,0,1,1
LALA,0,19,-23.41,220409SPRAH,9,4,22,SPRAH,AH,SPR,4/9/22,0,1,1
LALA,0,19,-23.71,220409SPRAH,9,4,22,SPRAH,AH,SPR,4/9/22,0,1,1
LALA,0,19,-24.14,220409SPRAH,9,4,22,SPRAH,AH,SPR,4/9/22,0,1,1
LALA,0,19,-24.69,220409SPRAH,9,4,22,SPRAH,AH,SPR,4/9/22,0,1,1
LALA,0,19,-25.40,220409SPRAH,9,4,22,SPRAH,AH,SPR,4/9/22,0,1,1
LALA,0,19,-25.65,220409SPRAH,9,4,22,SPRAH,AH,SPR,4/9/22,0,1,1
LALA,0,19,-26.17,220409SPRAH,9,4,22,SPRAH,AH,SPR,4/9/22,0,1,1
LALA,0,19,-27.24,220409SPRAH,9,4,22,SPRAH,AH,SPR,4/9/22,0,1,1
LALA,0,19,-27.56,220409SPRAH,9,4,22,SPRAH,AH,SPR,4/9/22,0,1,1
LALA,0,19,-28.25,220409SPRAH,9,4,22,SPRAH,AH,SPR,4/9/22,0,1,1
LALA,0,6,-23.28,220409SPRAH,9,4,22,SPRAH,AH,SPR,4/9/22,0,1,1
LALA,0,6,-23.43,220409SPRAH,9,4,22,SPRAH,AH,SPR,4/9/22,0,1,1
LALA,0,6,-23.45,220409SPRAH,9,4,22,SPRAH,AH,SPR,4/9/22,0,1,1
LALA,0,6,-23.55,220409SPRAH,9,4,22,SPRAH,AH,SPR,4/9/22,0,1,1
LALA,0,6,-23.75,220409SPRAH,9,4,22,SPRAH,AH,SPR,4/9/22,0,1,1
LALA,0,6,-23.65,220409SPRAH,9,4,22,SPRAH,AH,SPR,4/9/22,0,1,1
LALA,0,6,-23.83,220409SPRAH,9,4,22,SPRAH,AH,SPR,4/9/22,0,1,1
LALA,0,6,-23.93,220409SPRAH,9,4,22,SPRAH,AH,SPR,4/9/22,0,1,1
LALA,0,6,-24.28,220409SPRAH,9,4,22,SPRAH,AH,SPR,4/9/22,0,1,1
LALA,0,6,-24.53,220409SPRAH,9,4,22,SPRAH,AH,SPR,4/9/22,0,1,1
LALA,2.25,11,-18.74,220409SPRAH,9,4,22,SPRAH,AH,SPR,4/9/22,0,1,1
LALA,2.25,11,-19.71,220409SPRAH,9,4,22,SPRAH,AH,SPR,4/9/22,0,1,1
LALA,2.25,11,-20.61,220409SPRAH,9,4,22,SPRAH,AH,SPR,4/9/22,0,1,1
LALA,2.25,11,-20.99,220409SPRAH,9,4,22,SPRAH,AH,SPR,4/9/22,0,1,1
LALA,2.25,11,-21.87,220409SPRAH,9,4,22,SPRAH,AH,SPR,4/9/22,0,1,1
LALA,2.25,11,-22.42,220409SPRAH,9,4,22,SPRAH,AH,SPR,4/9/22,0,1,1
LALA,2.25,11,-23.14,220409SPRAH,9,4,22,SPRAH,AH,SPR,4/9/22,0,1,1
LALA,2.25,11,-23.78,220409SPRAH,9,4,22,SPRAH,AH,SPR,4/9/22,0,1,1
LALA,2.25,11,-25.22,220409SPRAH,9,4,22,SPRAH,AH,SPR,4/9/22,0,1,1
LALA,2.25,11,-26.23,220409SPRAH,9,4,22,SPRAH,AH,SPR,4/9/22,0,1,1
LALA,2.25,20,-14.87,220409SPRAH,9,4,22,SPRAH,AH,SPR,4/9/22,0,1,1
LALA,2.25,20,-17.52,220409SPRAH,9,4,22,SPRAH,AH,SPR,4/9/22,0,1,1
LALA,2.25,20,-17.81,220409SPRAH,9,4,22,SPRAH,AH,SPR,4/9/22,0,1,1
LALA,2.25,20,-17.84,220409SPRAH,9,4,22,SPRAH,AH,SPR,4/9/22,0,1,1
LALA,2.25,20,-18.00,220409SPRAH,9,4,22,SPRAH,AH,SPR,4/9/22,0,1,1
LALA,2.25,20,-18.15,220409SPRAH,9,4,22,SPRAH,AH,SPR,4/9/22,0,1,1
LALA,2.25,20,-18.51,220409SPRAH,9,4,22,SPRAH,AH,SPR,4/9/22,0,1,1
LALA,2.25,20,-19.23,220409SPRAH,9,4,22,SPRAH,AH,SPR,4/9/22,0,1,1
LALA,2.25,20,-19.49,220409SPRAH,9,4,22,SPRAH,AH,SPR,4/9/22,0,1,1
LALA,2.25,20,-21.43,220409SPRAH,9,4,22,SPRAH,AH,SPR,4/9/22,0,1,1
LALA,2.25,20,-21.58,220409SPRAH,9,4,22,SPRAH,AH,SPR,4/9/22,0,1,1
LALA,2.25,20,-21.76,220409SPRAH,9,4,22,SPRAH,AH,SPR,4/9/22,0,1,1
LALA,2.25,20,-21.98,220409SPRAH,9,4,22,SPRAH,AH,SPR,4/9/22,0,1,1
LALA,2.25,20,-22.01,220409SPRAH,9,4,22,SPRAH,AH,SPR,4/9/22,0,1,1
LALA,2.25,20,-22.06,220409SPRAH,9,4,22,SPRAH,AH,SPR,4/9/22,0,1,1
LALA,2.25,20,-22.87,220409SPRAH,9,4,22,SPRAH,AH,SPR,4/9/22,0,1,1
LALA,2.25,20,-23.05,220409SPRAH,9,4,22,SPRAH,AH,SPR,4/9/22,0,1,1
LALA,2.25,20,-23.15,220409SPRAH,9,4,22,SPRAH,AH,SPR,4/9/22,0,1,1
LALA,2.25,20,-23.40,220409SPRAH,9,4,22,SPRAH,AH,SPR,4/9/22,0,1,1
LALA,4.5,4,-23.93,220409SPRAH,9,4,22,SPRAH,AH,SPR,4/9/22,0,1,1
LALA,4.5,4,-23.42,220409SPRAH,9,4,22,SPRAH,AH,SPR,4/9/22,0,1,1
LALA,4.5,4,-23.32,220409SPRAH,9,4,22,SPRAH,AH,SPR,4/9/22,0,1,1
LALA,4.5,4,-22.66,220409SPRAH,9,4,22,SPRAH,AH,SPR,4/9/22,0,1,1
LALA,4.5,4,-21.98,220409SPRAH,9,4,22,SPRAH,AH,SPR,4/9/22,0,1,1
LALA,4.5,4,-20.83,220409SPRAH,9,4,22,SPRAH,AH,SPR,4/9/22,0,1,1
LALA,4.5,4,-20.31,220409SPRAH,9,4,22,SPRAH,AH,SPR,4/9/22,0,1,1
LALA,4.5,4,-18.31,220409SPRAH,9,4,22,SPRAH,AH,SPR,4/9/22,0,1,1
PIMA,-2.25,21,-25.06,220409SPRAH,9,4,22,SPRAH,AH,SPR,4/9/22,0,0,1
PIMA,-2.25,21,-25.16,220409SPRAH,9,4,22,SPRAH,AH,SPR,4/9/22,0,0,1
PIMA,-2.25,21,-25.24,220409SPRAH,9,4,22,SPRAH,AH,SPR,4/9/22,0,0,1
PIMA,-2.25,21,-25.29,220409SPRAH,9,4,22,SPRAH,AH,SPR,4/9/22,0,0,1
PIMA,-2.25,21,-25.34,220409SPRAH,9,4,22,SPRAH,AH,SPR,4/9/22,0,0,1
PIMA,-2.25,21,-26.07,220409SPRAH,9,4,22,SPRAH,AH,SPR,4/9/22,0,0,1
PIMA,-2.25,21,-26.35,220409SPRAH,9,4,22,SPRAH,AH,SPR,4/9/22,0,0,1
PIMA,-2.25,7,-25.02,220409SPRAH,9,4,22,SPRAH,AH,SPR,4/9/22,0,0,1
PIMA,-2.25,7,-25.08,220409SPRAH,9,4,22,SPRAH,AH,SPR,4/9/22,0,0,1
PIMA,-2.25,7,-25.32,220409SPRAH,9,4,22,SPRAH,AH,SPR,4/9/22,0,0,1
PIMA,-2.25,7,-25.52,220409SPRAH,9,4,22,SPRAH,AH,SPR,4/9/22,0,0,1
PIMA,-2.25,7,-25.76,220409SPRAH,9,4,22,SPRAH,AH,SPR,4/9/22,0,0,1
PIMA,-2.25,7,-25.81,220409SPRAH,9,4,22,SPRAH,AH,SPR,4/9/22,0,0,1
PIMA,-2.25,7,-26.20,220409SPRAH,9,4,22,SPRAH,AH,SPR,4/9/22,0,0,1
PIMA,-2.25,21,-20.26,220412SPRAH,12,4,22,SPRAH,AH,SPR,4/12/22,3,0,1
PIMA,-2.25,21,-20.80,220412SPRAH,12,4,22,SPRAH,AH,SPR,4/12/22,3,0,1
PIMA,-2.25,21,-21.10,220412SPRAH,12,4,22,SPRAH,AH,SPR,4/12/22,3,0,1
PIMA,-2.25,21,-21.47,220412SPRAH,12,4,22,SPRAH,AH,SPR,4/12/22,3,0,1
PIMA,-2.25,21,-23.56,220412SPRAH,12,4,22,SPRAH,AH,SPR,4/12/22,3,0,1
PIMA,-2.25,21,-23.83,220412SPRAH,12,4,22,SPRAH,AH,SPR,4/12/22,3,0,1
PIMA,-2.25,21,-24.20,220412SPRAH,12,4,22,SPRAH,AH,SPR,4/12/22,3,0,1
PIMA,-2.25,21,-24.22,220412SPRAH,12,4,22,SPRAH,AH,SPR,4/12/22,3,0,1
PIMA,-2.25,7,-23.29,220412SPRAH,12,4,22,SPRAH,AH,SPR,4/12/22,3,0,1
PIMA,-2.25,7,-24.27,220412SPRAH,12,4,22,SPRAH,AH,SPR,4/12/22,3,0,1
PIMA,-2.25,7,-24.35,220412SPRAH,12,4,22,SPRAH,AH,SPR,4/12/22,3,0,1
PIMA,-2.25,7,-24.50,220412SPRAH,12,4,22,SPRAH,AH,SPR,4/12/22,3,0,1
PIMA,-2.25,7,-24.67,220412SPRAH,12,4,22,SPRAH,AH,SPR,4/12/22,3,0,1
PIMA,-2.25,7,-24.96,220412SPRAH,12,4,22,SPRAH,AH,SPR,4/12/22,3,0,1
PIMA,-2.25,7,-25.16,220412SPRAH,12,4,22,SPRAH,AH,SPR,4/12/22,3,0,1
PIMA,-2.25,7,-22.89,220415SPRAH,15,4,22,SPRAH,AH,SPR,4/15/22,6,0,1
PIMA,-2.25,7,-23.48,220415SPRAH,15,4,22,SPRAH,AH,SPR,4/15/22,6,0,1
PIMA,-2.25,7,-23.74,220415SPRAH,15,4,22,SPRAH,AH,SPR,4/15/22,6,0,1
PIMA,-2.25,7,-23.94,220415SPRAH,15,4,22,SPRAH,AH,SPR,4/15/22,6,0,1
PIMA,-2.25,7,-24.02,220415SPRAH,15,4,22,SPRAH,AH,SPR,4/15/22,6,0,1
PIMA,-2.25,7,-24.12,220415SPRAH,15,4,22,SPRAH,AH,SPR,4/15/22,6,0,1
PIMA,-2.25,21,-16.80,220418SPRAH,18,4,22,SPRAH,AH,SPR,4/18/22,9,0,1
PIMA,-2.25,21,-16.99,220418SPRAH,18,4,22,SPRAH,AH,SPR,4/18/22,9,0,1
PIMA,-2.25,21,-17.14,220418SPRAH,18,4,22,SPRAH,AH,SPR,4/18/22,9,0,1
PIMA,-2.25,21,-19.09,220418SPRAH,18,4,22,SPRAH,AH,SPR,4/18/22,9,0,1
PIMA,-2.25,21,-19.66,220418SPRAH,18,4,22,SPRAH,AH,SPR,4/18/22,9,0,1
PIMA,-2.25,21,-21.71,220418SPRAH,18,4,22,SPRAH,AH,SPR,4/18/22,9,0,1
PIMA,-2.25,7,-18.65,220418SPRAH,18,4,22,SPRAH,AH,SPR,4/18/22,9,0,1
PIMA,-2.25,7,-19.10,220418SPRAH,18,4,22,SPRAH,AH,SPR,4/18/22,9,0,1
PIMA,-2.25,7,-19.53,220418SPRAH,18,4,22,SPRAH,AH,SPR,4/18/22,9,0,1
PIMA,-2.25,7,-25.67,220418SPRAH,18,4,22,SPRAH,AH,SPR,4/18/22,9,0,1
PIMA,-2.25,7,-26.02,220418SPRAH,18,4,22,SPRAH,AH,SPR,4/18/22,9,0,1
PIMA,-2.25,7,-27.09,220418SPRAH,18,4,22,SPRAH,AH,SPR,4/18/22,9,0,1
PIMA,-2.25,21,-14.45,220421SPRAH,21,4,22,SPRAH,AH,SPR,4/21/22,12,0,1
PIMA,-2.25,21,-15.80,220421SPRAH,21,4,22,SPRAH,AH,SPR,4/21/22,12,0,1
PIMA,-2.25,21,-20.97,220421SPRAH,21,4,22,SPRAH,AH,SPR,4/21/22,12,0,1
PIMA,-2.25,21,-21.24,220421SPRAH,21,4,22,SPRAH,AH,SPR,4/21/22,12,0,1
PIMA,-2.25,21,-22.30,220421SPRAH,21,4,22,SPRAH,AH,SPR,4/21/22,12,0,1
PIMA,-2.25,21,-22.50,220421SPRAH,21,4,22,SPRAH,AH,SPR,4/21/22,12,0,1
PIMA,-2.25,21,-22.79,220421SPRAH,21,4,22,SPRAH,AH,SPR,4/21/22,12,0,1
PIMA,-2.25,7,-21.19,220421SPRAH,21,4,22,SPRAH,AH,SPR,4/21/22,12,0,1
PIMA,-2.25,7,-21.54,220421SPRAH,21,4,22,SPRAH,AH,SPR,4/21/22,12,0,1
PIMA,-2.25,7,-21.96,220421SPRAH,21,4,22,SPRAH,AH,SPR,4/21/22,12,0,1
PIMA,-2.25,7,-22.33,220421SPRAH,21,4,22,SPRAH,AH,SPR,4/21/22,12,0,1
PIMA,-2.25,7,-23.04,220421SPRAH,21,4,22,SPRAH,AH,SPR,4/21/22,12,0,1
PIMA,-2.25,7,-24.52,220421SPRAH,21,4,22,SPRAH,AH,SPR,4/21/22,12,0,1
PIMA,-2.25,21,-19.02,220426SPRAH,26,4,22,SPRAH,AH,SPR,4/26/22,17,0,1
PIMA,-2.25,21,-19.51,220426SPRAH,26,4,22,SPRAH,AH,SPR,4/26/22,17,0,1
PIMA,-2.25,21,-20.31,220426SPRAH,26,4,22,SPRAH,AH,SPR,4/26/22,17,0,1
PIMA,-2.25,21,-20.53,220426SPRAH,26,4,22,SPRAH,AH,SPR,4/26/22,17,0,1
PIMA,-2.25,21,-21.01,220426SPRAH,26,4,22,SPRAH,AH,SPR,4/26/22,17,0,1
PIMA,-2.25,21,-21.13,220426SPRAH,26,4,22,SPRAH,AH,SPR,4/26/22,17,0,1
PIMA,-2.25,7,-20.78,220426SPRAH,26,4,22,SPRAH,AH,SPR,4/26/22,17,0,1
PIMA,-2.25,7,-23.87,220426SPRAH,26,4,22,SPRAH,AH,SPR,4/26/22,17,0,1
RHGR,-2.25,21,-20.65,220409SPRAH,9,4,22,SPRAH,AH,SPR,4/9/22,0,0,1
RHGR,-2.25,21,-24.53,220409SPRAH,9,4,22,SPRAH,AH,SPR,4/9/22,0,0,1
RHGR,-2.25,21,-23.05,220409SPRAH,9,4,22,SPRAH,AH,SPR,4/9/22,0,0,1
RHGR,-2.25,21,-24.96,220409SPRAH,9,4,22,SPRAH,AH,SPR,4/9/22,0,0,1
RHGR,-2.25,21,-25.14,220409SPRAH,9,4,22,SPRAH,AH,SPR,4/9/22,0,0,1
RHGR,-2.25,21,-25.24,220409SPRAH,9,4,22,SPRAH,AH,SPR,4/9/22,0,0,1
RHGR,-2.25,21,-25.41,220409SPRAH,9,4,22,SPRAH,AH,SPR,4/9/22,0,0,1
RHGR,-2.25,21,-25.62,220409SPRAH,9,4,22,SPRAH,AH,SPR,4/9/22,0,0,1
RHGR,-2.25,21,-25.79,220409SPRAH,9,4,22,SPRAH,AH,SPR,4/9/22,0,0,1
RHGR,-2.25,21,-26.02,220409SPRAH,9,4,22,SPRAH,AH,SPR,4/9/22,0,0,1
RHGR,-2.25,21,-26.17,220409SPRAH,9,4,22,SPRAH,AH,SPR,4/9/22,0,0,1
RHGR,-2.25,21,-26.22,220409SPRAH,9,4,22,SPRAH,AH,SPR,4/9/22,0,0,1
RHGR,-2.25,21,-26.32,220409SPRAH,9,4,22,SPRAH,AH,SPR,4/9/22,0,0,1
RHGR,-2.25,21,-26.50,220409SPRAH,9,4,22,SPRAH,AH,SPR,4/9/22,0,0,1
RHGR,-2.25,21,-21.71,220409SPRAH,9,4,22,SPRAH,AH,SPR,4/9/22,0,0,1
RHGR,-2.25,21,-22.32,220409SPRAH,9,4,22,SPRAH,AH,SPR,4/9/22,0,0,1
RHGR,-2.25,21,-22.70,220409SPRAH,9,4,22,SPRAH,AH,SPR,4/9/22,0,0,1
RHGR,-2.25,21,-23.23,220409SPRAH,9,4,22,SPRAH,AH,SPR,4/9/22,0,0,1
RHGR,-2.25,21,-23.93,220409SPRAH,9,4,22,SPRAH,AH,SPR,4/9/22,0,0,1
RHGR,-2.25,21,-24.18,220409SPRAH,9,4,22,SPRAH,AH,SPR,4/9/22,0,0,1
RHGR,-2.25,7,-23.19,220409SPRAH,9,4,22,SPRAH,AH,SPR,4/9/22,0,0,1
RHGR,-2.25,7,-25.48,220409SPRAH,9,4,22,SPRAH,AH,SPR,4/9/22,0,0,1
RHGR,-2.25,7,-25.87,220409SPRAH,9,4,22,SPRAH,AH,SPR,4/9/22,0,0,1
RHGR,-2.25,7,-26.07,220409SPRAH,9,4,22,SPRAH,AH,SPR,4/9/22,0,0,1
RHGR,-2.25,7,-26.10,220409SPRAH,9,4,22,SPRAH,AH,SPR,4/9/22,0,0,1
RHGR,-2.25,7,-26.30,220409SPRAH,9,4,22,SPRAH,AH,SPR,4/9/22,0,0,1
RHGR,-2.25,7,-26.37,220409SPRAH,9,4,22,SPRAH,AH,SPR,4/9/22,0,0,1
RHGR,-2.25,7,-26.62,220409SPRAH,9,4,22,SPRAH,AH,SPR,4/9/22,0,0,1
RHGR,-2.25,7,-26.82,220409SPRAH,9,4,22,SPRAH,AH,SPR,4/9/22,0,0,1
RHGR,-2.25,7,-26.94,220409SPRAH,9,4,22,SPRAH,AH,SPR,4/9/22,0,0,1
RHGR,-2.25,7,-23.66,220409SPRAH,9,4,22,SPRAH,AH,SPR,4/9/22,0,0,1
RHGR,-2.25,7,-24.98,220409SPRAH,9,4,22,SPRAH,AH,SPR,4/9/22,0,0,1
RHGR,-2.25,7,-25.60,220409SPRAH,9,4,22,SPRAH,AH,SPR,4/9/22,0,0,1
RHGR,-2.25,7,-25.40,220409SPRAH,9,4,22,SPRAH,AH,SPR,4/9/22,0,0,1
RHGR,-2.25,7,-26.17,220409SPRAH,9,4,22,SPRAH,AH,SPR,4/9/22,0,0,1
RHGR,-2.25,7,-25.92,220409SPRAH,9,4,22,SPRAH,AH,SPR,4/9/22,0,0,1
RHGR,-2.25,21,-18.92,220412SPRAH,12,4,22,SPRAH,AH,SPR,4/12/22,3,0,1
RHGR,-2.25,21,-19.56,220412SPRAH,12,4,22,SPRAH,AH,SPR,4/12/22,3,0,1
RHGR,-2.25,21,-19.86,220412SPRAH,12,4,22,SPRAH,AH,SPR,4/12/22,3,0,1
RHGR,-2.25,21,-19.98,220412SPRAH,12,4,22,SPRAH,AH,SPR,4/12/22,3,0,1
RHGR,-2.25,21,-20.48,220412SPRAH,12,4,22,SPRAH,AH,SPR,4/12/22,3,0,1
RHGR,-2.25,21,-20.60,220412SPRAH,12,4,22,SPRAH,AH,SPR,4/12/22,3,0,1
RHGR,-2.25,21,-21.15,220412SPRAH,12,4,22,SPRAH,AH,SPR,4/12/22,3,0,1
RHGR,-2.25,21,-21.30,220412SPRAH,12,4,22,SPRAH,AH,SPR,4/12/22,3,0,1
RHGR,-2.25,21,-21.55,220412SPRAH,12,4,22,SPRAH,AH,SPR,4/12/22,3,0,1
RHGR,-2.25,21,-21.62,220412SPRAH,12,4,22,SPRAH,AH,SPR,4/12/22,3,0,1
RHGR,-2.25,21,-21.86,220412SPRAH,12,4,22,SPRAH,AH,SPR,4/12/22,3,0,1
RHGR,-2.25,21,-22.04,220412SPRAH,12,4,22,SPRAH,AH,SPR,4/12/22,3,0,1
RHGR,-2.25,21,-22.18,220412SPRAH,12,4,22,SPRAH,AH,SPR,4/12/22,3,0,1
RHGR,-2.25,21,-22.31,220412SPRAH,12,4,22,SPRAH,AH,SPR,4/12/22,3,0,1
RHGR,-2.25,21,-22.46,220412SPRAH,12,4,22,SPRAH,AH,SPR,4/12/22,3,0,1
RHGR,-2.25,21,-22.73,220412SPRAH,12,4,22,SPRAH,AH,SPR,4/12/22,3,0,1
RHGR,-2.25,21,-22.85,220412SPRAH,12,4,22,SPRAH,AH,SPR,4/12/22,3,0,1
RHGR,-2.25,7,-14.46,220412SPRAH,12,4,22,SPRAH,AH,SPR,4/12/22,3,0,1
RHGR,-2.25,7,-14.49,220412SPRAH,12,4,22,SPRAH,AH,SPR,4/12/22,3,0,1
RHGR,-2.25,7,-15.35,220412SPRAH,12,4,22,SPRAH,AH,SPR,4/12/22,3,0,1
RHGR,-2.25,7,-15.69,220412SPRAH,12,4,22,SPRAH,AH,SPR,4/12/22,3,0,1
RHGR,-2.25,7,-16.70,220412SPRAH,12,4,22,SPRAH,AH,SPR,4/12/22,3,0,1
RHGR,-2.25,7,-17.32,220412SPRAH,12,4,22,SPRAH,AH,SPR,4/12/22,3,0,1
RHGR,-2.25,7,-17.96,220412SPRAH,12,4,22,SPRAH,AH,SPR,4/12/22,3,0,1
RHGR,-2.25,7,-18.77,220412SPRAH,12,4,22,SPRAH,AH,SPR,4/12/22,3,0,1
RHGR,-2.25,7,-19.27,220412SPRAH,12,4,22,SPRAH,AH,SPR,4/12/22,3,0,1
RHGR,-2.25,7,-19.83,220412SPRAH,12,4,22,SPRAH,AH,SPR,4/12/22,3,0,1
RHGR,-2.25,7,-20.43,220412SPRAH,12,4,22,SPRAH,AH,SPR,4/12/22,3,0,1
RHGR,-2.25,7,-21.40,220412SPRAH,12,4,22,SPRAH,AH,SPR,4/12/22,3,0,1
RHGR,-2.25,7,-21.74,220412SPRAH,12,4,22,SPRAH,AH,SPR,4/12/22,3,0,1
RHGR,-2.25,7,-21.86,220412SPRAH,12,4,22,SPRAH,AH,SPR,4/12/22,3,0,1
RHGR,-2.25,21,-8.13,220415SPRAH,15,4,22,SPRAH,AH,SPR,4/15/22,6,0,1
RHGR,-2.25,21,-8.38,220415SPRAH,15,4,22,SPRAH,AH,SPR,4/15/22,6,0,1
RHGR,-2.25,21,-8.52,220415SPRAH,15,4,22,SPRAH,AH,SPR,4/15/22,6,0,1
